Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date,Expected_ROI,ROI_Deviation
115917,DataTech Solutions,Influencer,Men 25-34,60 days,Email,0.14,5252.0,6.62,Los Angeles,Spanish,368,5260,9,Foodies,31-07-2021,19.508206029215508,-12.888206029215507
116131,DataTech Solutions,Search,Men 25-34,30 days,Facebook,0.19,5490.0,3.51,Chicago,French,838,1683,10,Tech Enthusiasts,2/3/2021,20.736105659874486,-17.226105659874484
116221,Alpha Innovations,Influencer,Men 25-34,30 days,Google Ads,0.22,6476.0,3.62,Miami,English,581,9112,10,Health & Wellness,31-05-2021,17.57894071536611,-13.958940715366108
116588,Alpha Innovations,Social Media,Men 25-34,60 days,Google Ads,0.17,6280.0,3.58,New York,English,424,2718,10,Fashionistas,2/6/2021,18.127582814125944,-14.547582814125944
116845,TechCorp,Display,Men 25-34,45 days,YouTube,0.13,6413.0,5.36,Houston,French,834,5657,10,Tech Enthusiasts,14-02-2021,17.75163263257616,-12.391632632576162
116980,NexGen Systems,Search,Men 25-34,60 days,Email,0.23,5168.0,6.48,Los Angeles,German,605,6033,9,Outdoor Adventurers,29-06-2021,19.82528987334362,-13.34528987334362
117477,Innovate Industries,Influencer,Men 25-34,15 days,YouTube,0.2,6337.0,2.32,New York,Mandarin,678,9747,8,Tech Enthusiasts,8/11/2021,14.371623174714966,-12.051623174714965
117582,DataTech Solutions,Influencer,Men 25-34,30 days,Website,0.22,5721.0,4.94,Los Angeles,Mandarin,520,8415,9,Fashionistas,21-02-2021,17.90894914620518,-12.96894914620518
118216,TechCorp,Search,Men 25-34,15 days,Facebook,0.19,5670.0,2.76,New York,Spanish,460,8826,7,Health & Wellness,17-11-2021,14.05447161391493,-11.294471613914931
118262,Innovate Industries,Display,Men 25-34,45 days,YouTube,0.24,8226.0,2.41,Los Angeles,Spanish,890,9296,10,Outdoor Adventurers,2/1/2021,13.839195243461091,-11.429195243461091
118405,Alpha Innovations,Display,Men 25-34,30 days,YouTube,0.12,5402.0,3.48,Miami,Mandarin,805,2027,8,Health & Wellness,25-05-2021,16.859121817506246,-13.379121817506245
118542,Innovate Industries,Email,Men 25-34,60 days,Facebook,0.22,5388.0,4.23,New York,German,265,1829,10,Tech Enthusiasts,9/10/2021,21.128659998647166,-16.898659998647165
118673,DataTech Solutions,Social Media,Men 25-34,45 days,Google Ads,0.19,5402.0,6.12,New York,Spanish,926,2804,9,Health & Wellness,17-02-2021,18.96651204469453,-12.846512044694528
118907,Innovate Industries,Social Media,Men 25-34,15 days,YouTube,0.15,5113.0,5.21,Chicago,English,208,4277,8,Fashionistas,9/10/2021,17.8120430389534,-12.6020430389534
118959,Alpha Innovations,Search,Men 25-34,60 days,Instagram,0.21,5376.0,6.62,Miami,German,892,5335,9,Outdoor Adventurers,30-11-2021,19.058239967529733,-12.438239967529732
119137,TechCorp,Search,Men 25-34,45 days,Instagram,0.16,6828.0,2.29,Chicago,Mandarin,243,7328,9,Outdoor Adventurers,27-05-2021,15.00543322575276,-12.715433225752761
119195,NexGen Systems,Social Media,Men 25-34,60 days,Website,0.17,5381.0,2.49,New York,English,968,9215,10,Outdoor Adventurers,24-07-2021,21.156145711338212,-18.66614571133821
119197,TechCorp,Search,Men 25-34,60 days,Instagram,0.18,6855.0,2.38,Los Angeles,English,261,3354,9,Foodies,26-07-2021,14.946330862937979,-12.566330862937978
119379,Alpha Innovations,Influencer,Men 25-34,45 days,Google Ads,0.16,5267.0,2.62,Chicago,English,754,3506,10,Tech Enthusiasts,24-01-2021,21.61405355472013,-18.99405355472013
119771,TechCorp,Email,Men 25-34,30 days,Email,0.15,5288.0,3.29,Miami,French,894,1903,9,Fashionistas,20-02-2021,19.375396759727657,-16.085396759727658
120047,Innovate Industries,Display,Men 25-34,60 days,Facebook,0.21,5436.0,3.18,Houston,English,893,1479,10,Health & Wellness,23-11-2021,20.942093464442774,-17.762093464442774
120340,Innovate Industries,Influencer,Men 25-34,15 days,Website,0.13,5088.0,4.39,Los Angeles,Mandarin,222,1410,10,Tech Enthusiasts,12/9/2021,22.37445363064287,-17.984453630642868
120431,DataTech Solutions,Display,Men 25-34,45 days,Instagram,0.13,6702.0,2.08,Los Angeles,English,737,2229,9,Foodies,12/12/2021,15.287540743873448,-13.207540743873448
120564,Innovate Industries,Search,Men 25-34,30 days,Website,0.19,5190.0,2.82,Houston,French,119,3772,8,Fashionistas,24-04-2021,17.547779587315752,-14.727779587315752
120815,Innovate Industries,Influencer,Men 25-34,60 days,Instagram,0.2,5383.0,4.12,New York,Spanish,941,6761,8,Foodies,31-12-2021,16.91862828500255,-12.79862828500255
121023,Innovate Industries,Influencer,Men 25-34,30 days,Website,0.19,5232.0,6.77,Miami,French,617,5606,9,Outdoor Adventurers,27-07-2021,19.582778682232387,-12.812778682232388
121193,NexGen Systems,Social Media,Men 25-34,45 days,Instagram,0.17,6401.0,4.22,Chicago,Spanish,331,6230,10,Foodies,13-01-2021,17.784911743901098,-13.5649117439011
121375,TechCorp,Influencer,Men 25-34,60 days,Facebook,0.21,6716.0,2.9,New York,Spanish,268,2245,9,Health & Wellness,14-07-2021,15.25567273160212,-12.35567273160212
121620,TechCorp,Email,Men 25-34,30 days,Email,0.17,7658.0,3.14,Houston,English,859,1618,10,Foodies,16-03-2021,14.865659450602106,-11.725659450602105
122021,TechCorp,Search,Men 25-34,45 days,Google Ads,0.14,6402.0,2.29,Chicago,Spanish,838,8228,8,Tech Enthusiasts,21-04-2021,14.225706975658973,-11.935706975658974
122859,NexGen Systems,Display,Men 25-34,45 days,Website,0.23,5231.0,5.73,Miami,English,383,1590,9,Health & Wellness,7/8/2021,19.586522283586284,-13.856522283586283
123050,DataTech Solutions,Influencer,Men 25-34,30 days,Email,0.17,5090.0,5.39,Chicago,Spanish,243,8805,9,Fashionistas,14-02-2021,20.129095887119814,-14.739095887119813
123052,NexGen Systems,Email,Men 25-34,30 days,Website,0.12,5316.0,4.05,Los Angeles,French,974,8776,8,Fashionistas,16-02-2021,17.13186156097982,-13.08186156097982
123142,DataTech Solutions,Email,Men 25-34,45 days,Facebook,0.23,5329.0,5.39,Los Angeles,English,621,5913,10,Tech Enthusiasts,17-05-2021,21.362585864648327,-15.972585864648327
123279,DataTech Solutions,Influencer,Men 25-34,45 days,Email,0.16,5953.0,2.16,Houston,German,385,9446,8,Outdoor Adventurers,1/10/2021,15.298668916205061,-13.138668916205061
123333,TechCorp,Email,Men 25-34,15 days,Google Ads,0.15,5124.0,3.6,Miami,Spanish,546,5044,7,Health & Wellness,24-11-2021,15.552079244905867,-11.952079244905867
123413,Innovate Industries,Influencer,Men 25-34,60 days,Website,0.24,5570.0,2.67,Chicago,English,869,4723,7,Foodies,12/2/2021,14.306796059407118,-11.636796059407118
123724,NexGen Systems,Social Media,Men 25-34,45 days,Facebook,0.21,5560.0,3.25,New York,German,891,5560,10,Fashionistas,20-12-2021,20.47503958142283,-17.22503958142283
123797,NexGen Systems,Social Media,Men 25-34,15 days,Email,0.15,5293.0,7.5,Miami,Mandarin,379,2200,10,Fashionistas,3/3/2021,21.5078821221823,-14.007882122182298
124095,Alpha Innovations,Social Media,Men 25-34,45 days,Website,0.16,5952.0,3.5,Los Angeles,English,878,6912,10,Outdoor Adventurers,26-12-2021,19.126549071356003,-15.626549071356003
124289,DataTech Solutions,Influencer,Men 25-34,45 days,Facebook,0.24,5409.0,4.47,Miami,French,146,7000,9,Foodies,8/7/2021,18.941966734228107,-14.471966734228108
124514,DataTech Solutions,Email,Men 25-34,30 days,Instagram,0.14,5673.0,2.02,Miami,Spanish,461,5815,9,Health & Wellness,18-02-2021,18.06047912311649,-16.04047912311649
124873,DataTech Solutions,Email,Men 25-34,45 days,Google Ads,0.16,8091.0,2.15,Miami,German,601,2902,10,Foodies,12/2/2021,14.070105063986023,-11.920105063986023
125035,Innovate Industries,Social Media,Men 25-34,45 days,YouTube,0.18,5413.0,7.31,New York,Spanish,523,9231,9,Tech Enthusiasts,24-07-2021,18.927969345176397,-11.617969345176398
125107,DataTech Solutions,Display,Men 25-34,45 days,Email,0.12,5376.0,2.29,Los Angeles,English,496,5847,9,Foodies,4/10/2021,19.058239967529733,-16.768239967529734
125136,Alpha Innovations,Email,Men 25-34,60 days,Google Ads,0.17,7898.0,2.33,Houston,Spanish,781,1160,10,Outdoor Adventurers,2/11/2021,14.413930118094573,-12.083930118094573
125178,DataTech Solutions,Social Media,Men 25-34,15 days,Instagram,0.21,5197.0,2.09,Chicago,Spanish,804,3070,10,Health & Wellness,14-12-2021,21.90517992547834,-19.81517992547834
125190,DataTech Solutions,Social Media,Men 25-34,60 days,Website,0.22,6839.0,2.69,New York,French,938,6547,10,Tech Enthusiasts,26-12-2021,16.6458868361911,-13.9558868361911
125233,Innovate Industries,Email,Men 25-34,60 days,Facebook,0.15,5876.0,3.18,Chicago,Mandarin,974,3186,10,Outdoor Adventurers,7/2/2021,19.373931258119626,-16.193931258119626
125253,NexGen Systems,Social Media,Men 25-34,15 days,Facebook,0.13,5026.0,6.28,New York,English,103,4797,9,Health & Wellness,27-02-2021,20.385415452733756,-14.105415452733755
125544,TechCorp,Display,Men 25-34,30 days,Website,0.2,7117.0,2.98,Chicago,French,813,5647,9,Health & Wellness,15-12-2021,14.396107638814087,-11.416107638814086
125555,TechCorp,Email,Men 25-34,45 days,YouTube,0.21,6230.0,4.85,Chicago,English,443,1077,9,Outdoor Adventurers,26-12-2021,16.445762129284084,-11.595762129284084
125917,NexGen Systems,Search,Men 25-34,15 days,Website,0.21,5236.0,6.06,Miami,German,120,5156,8,Foodies,23-12-2021,17.3936165122553,-11.3336165122553
126158,Alpha Innovations,Email,Men 25-34,45 days,Instagram,0.11,6860.0,3.0,Chicago,German,797,9139,10,Tech Enthusiasts,21-08-2021,16.59493003975378,-13.59493003975378
126211,NexGen Systems,Email,Men 25-34,15 days,Instagram,0.13,5315.0,4.14,New York,Mandarin,560,2289,8,Outdoor Adventurers,13-10-2021,17.135084865130526,-12.995084865130526
126341,Innovate Industries,Display,Men 25-34,45 days,Email,0.18,6323.0,3.02,Houston,Mandarin,725,4692,9,Fashionistas,20-02-2021,16.20387443704568,-13.18387443704568
126830,Alpha Innovations,Social Media,Men 25-34,15 days,Google Ads,0.24,5642.0,2.06,Los Angeles,Spanish,246,6179,9,Health & Wellness,24-06-2021,18.159712524891855,-16.099712524891856
126963,TechCorp,Search,Men 25-34,15 days,Instagram,0.18,6743.0,2.9,Miami,Mandarin,174,5841,10,Tech Enthusiasts,4/11/2021,16.88287410243377,-13.98287410243377
127107,NexGen Systems,Display,Men 25-34,30 days,Instagram,0.2,5634.0,2.48,New York,Mandarin,126,9629,7,Tech Enthusiasts,28-03-2021,14.14427654435528,-11.66427654435528
127243,Innovate Industries,Influencer,Men 25-34,30 days,Website,0.15,7511.0,2.03,Miami,French,312,1204,9,Health & Wellness,11/8/2021,13.640939697169465,-11.610939697169465
127246,NexGen Systems,Display,Men 25-34,60 days,Google Ads,0.21,6203.0,6.75,New York,English,484,8437,10,Outdoor Adventurers,14-08-2021,18.352606814881657,-11.602606814881657
127256,Innovate Industries,Display,Men 25-34,15 days,Email,0.24,5243.0,2.64,Houston,Spanish,554,3604,8,Outdoor Adventurers,24-08-2021,17.37039406030302,-14.73039406030302
127535,DataTech Solutions,Influencer,Men 25-34,45 days,Facebook,0.2,6543.0,2.76,Miami,Mandarin,144,7864,9,Outdoor Adventurers,30-05-2021,15.659039899960238,-12.899039899960238
127718,NexGen Systems,Influencer,Men 25-34,15 days,Email,0.22,8106.0,2.65,Los Angeles,French,468,3494,10,Health & Wellness,29-11-2021,14.04406860013705,-11.39406860013705
127727,DataTech Solutions,Email,Men 25-34,45 days,YouTube,0.13,5934.0,2.18,Houston,Spanish,872,8632,9,Health & Wellness,8/12/2021,17.266110223363643,-15.086110223363644
127777,DataTech Solutions,Email,Men 25-34,45 days,Facebook,0.13,5714.0,5.69,Chicago,French,785,7629,9,Health & Wellness,27-01-2021,17.930888705887266,-12.240888705887265
127778,Innovate Industries,Influencer,Men 25-34,15 days,Google Ads,0.17,5163.0,2.39,Los Angeles,French,765,1640,8,Outdoor Adventurers,28-01-2021,17.639546011653835,-15.249546011653834
128011,Alpha Innovations,Email,Men 25-34,45 days,Website,0.21,6430.0,3.08,Miami,German,202,4848,10,Fashionistas,18-09-2021,17.70469985578708,-14.62469985578708
128049,TechCorp,Influencer,Men 25-34,15 days,Facebook,0.23,6014.0,6.68,New York,Mandarin,517,4718,10,Health & Wellness,26-10-2021,18.9293681530946,-12.2493681530946
128215,NexGen Systems,Email,Men 25-34,15 days,Website,0.18,7938.0,2.13,Miami,French,208,3646,10,Fashionistas,10/4/2021,14.341297565219314,-12.211297565219315
128420,DataTech Solutions,Email,Men 25-34,45 days,Instagram,0.12,5211.0,5.02,Chicago,English,295,9164,10,Foodies,1/11/2021,21.84632893354652,-16.82632893354652
128806,Innovate Industries,Influencer,Men 25-34,45 days,Instagram,0.22,5391.0,2.36,Miami,English,949,1152,8,Fashionistas,22-11-2021,16.893521806375208,-14.533521806375209
128904,Alpha Innovations,Search,Men 25-34,60 days,Facebook,0.22,7864.0,2.52,Houston,Mandarin,112,6797,10,Fashionistas,28-02-2021,14.47624873762855,-11.95624873762855
129060,TechCorp,Influencer,Men 25-34,60 days,Website,0.19,6772.0,5.48,Miami,Spanish,773,9318,10,Health & Wellness,3/8/2021,16.810575911504863,-11.330575911504862
129276,TechCorp,Email,Men 25-34,45 days,YouTube,0.14,5478.0,4.73,Los Angeles,English,610,6471,9,Fashionistas,7/3/2021,18.703376791792596,-13.973376791792596
129313,Alpha Innovations,Influencer,Men 25-34,45 days,Email,0.22,5309.0,2.17,Los Angeles,French,687,6337,7,Fashionistas,13-04-2021,15.010143916160793,-12.840143916160793
129314,NexGen Systems,Influencer,Men 25-34,45 days,Email,0.13,5496.0,4.69,Miami,English,694,2692,9,Tech Enthusiasts,14-04-2021,18.642121190946117,-13.952121190946116
129745,NexGen Systems,Email,Men 25-34,45 days,Instagram,0.14,7330.0,3.15,Houston,Mandarin,992,8767,10,Health & Wellness,19-06-2021,15.530862220015132,-12.380862220015132
130333,DataTech Solutions,Search,Men 25-34,30 days,Instagram,0.18,5620.0,6.53,Los Angeles,Mandarin,785,6046,10,Health & Wellness,28-01-2021,20.25644485279554,-13.726444852795538
130455,NexGen Systems,Display,Men 25-34,60 days,Google Ads,0.11,6042.0,3.56,Miami,Spanish,554,9307,8,Health & Wellness,30-05-2021,15.073316130117304,-11.513316130117303
130726,Innovate Industries,Influencer,Men 25-34,15 days,Facebook,0.12,5508.0,6.15,Los Angeles,Mandarin,139,3966,9,Fashionistas,25-02-2021,18.601506547828585,-12.451506547828584
130746,TechCorp,Search,Men 25-34,45 days,Instagram,0.13,6570.0,4.59,New York,English,751,1972,10,Fashionistas,17-03-2021,17.32743075688142,-12.73743075688142
130842,Innovate Industries,Search,Men 25-34,60 days,Website,0.18,5914.0,5.76,Los Angeles,French,237,8576,10,Health & Wellness,21-06-2021,19.24944539612968,-13.48944539612968
130920,NexGen Systems,Email,Men 25-34,15 days,Website,0.24,6649.0,2.16,New York,English,410,6133,9,Tech Enthusiasts,7/9/2021,15.409399618805812,-13.249399618805812
131114,DataTech Solutions,Influencer,Men 25-34,15 days,Instagram,0.15,5422.0,3.17,Los Angeles,Spanish,295,9692,9,Health & Wellness,20-03-2021,18.896550731361092,-15.726550731361092
131657,TechCorp,Display,Men 25-34,45 days,Facebook,0.15,5612.0,2.86,Chicago,French,570,6697,10,Fashionistas,14-09-2021,20.28532075422504,-17.42532075422504
131862,Innovate Industries,Search,Men 25-34,45 days,YouTube,0.15,5013.0,5.46,New York,Spanish,204,7844,9,Health & Wellness,7/4/2021,20.438280084867312,-14.978280084867311
131874,NexGen Systems,Influencer,Men 25-34,30 days,YouTube,0.14,5502.0,2.74,New York,Spanish,467,1032,9,Tech Enthusiasts,19-04-2021,18.62179172399852,-15.88179172399852
132016,NexGen Systems,Search,Men 25-34,45 days,YouTube,0.18,5104.0,5.32,New York,Spanish,729,5927,9,Foodies,8/9/2021,20.07388284981188,-14.75388284981188
132107,DataTech Solutions,Influencer,Men 25-34,15 days,Email,0.21,6221.0,5.03,New York,Mandarin,599,7913,9,Foodies,8/12/2021,16.469554422993063,-11.439554422993062
132385,DataTech Solutions,Social Media,Men 25-34,15 days,Instagram,0.23,5413.0,4.48,Miami,Mandarin,867,9254,9,Health & Wellness,12/9/2021,18.927969345176397,-14.447969345176396
132593,NexGen Systems,Search,Men 25-34,15 days,YouTube,0.12,5190.0,4.81,Los Angeles,English,143,2836,9,Health & Wellness,8/4/2021,19.741252035730223,-14.931252035730225
132601,TechCorp,Social Media,Men 25-34,30 days,Facebook,0.24,6131.0,2.45,Houston,Mandarin,294,9554,9,Outdoor Adventurers,16-04-2021,16.711319208194396,-14.261319208194397
132750,Innovate Industries,Display,Men 25-34,30 days,Google Ads,0.14,5275.0,5.16,Miami,Spanish,197,9929,10,Health & Wellness,12/9/2021,21.58127394743335,-16.42127394743335
132806,TechCorp,Search,Men 25-34,30 days,Email,0.23,5277.0,2.99,Chicago,German,384,6973,9,Fashionistas,7/11/2021,19.41578511757435,-16.42578511757435
132881,DataTech Solutions,Social Media,Men 25-34,15 days,Facebook,0.23,5334.0,2.27,Los Angeles,Spanish,495,1306,8,Health & Wellness,21-01-2021,17.07404875481229,-14.804048754812289
133077,DataTech Solutions,Social Media,Men 25-34,45 days,Website,0.19,5514.0,6.97,Houston,Mandarin,457,6073,9,Foodies,5/8/2021,18.58126551785271,-11.611265517852711
133143,Innovate Industries,Email,Men 25-34,60 days,Google Ads,0.17,6404.0,2.56,New York,English,851,4858,8,Foodies,10/10/2021,14.22126421895202,-11.66126421895202
133290,DataTech Solutions,Social Media,Men 25-34,45 days,Email,0.17,5058.0,6.77,New York,German,540,9350,10,Fashionistas,6/3/2021,22.5071609475506,-15.7371609475506
133528,Alpha Innovations,Email,Men 25-34,30 days,Email,0.24,5964.0,4.53,Miami,Spanish,669,5549,10,Foodies,30-10-2021,19.088065069200354,-14.558065069200353
133694,DataTech Solutions,Email,Men 25-34,30 days,Website,0.24,5647.0,5.18,Miami,English,402,7636,10,Tech Enthusiasts,14-04-2021,20.159592716966696,-14.979592716966696
134173,TechCorp,Influencer,Men 25-34,60 days,Instagram,0.14,5399.0,4.92,Los Angeles,English,781,9134,8,Tech Enthusiasts,6/8/2021,16.868489731092563,-11.948489731092563
134190,Alpha Innovations,Social Media,Men 25-34,30 days,Google Ads,0.16,5077.0,2.21,Los Angeles,French,236,1679,9,Foodies,23-08-2021,20.180637791104953,-17.970637791104952
134275,TechCorp,Social Media,Men 25-34,15 days,Email,0.22,5029.0,4.52,New York,English,934,3556,7,Health & Wellness,16-11-2021,15.845864794372172,-11.325864794372173
134368,Innovate Industries,Search,Men 25-34,60 days,Facebook,0.19,5392.0,3.74,New York,Spanish,615,7571,9,Foodies,17-02-2021,19.00168732667653,-15.261687326676531
134768,TechCorp,Social Media,Men 25-34,30 days,Google Ads,0.16,5066.0,2.28,New York,Spanish,283,9638,9,Health & Wellness,24-03-2021,20.224456783545172,-17.94445678354517
134824,TechCorp,Social Media,Men 25-34,30 days,Google Ads,0.2,5368.0,5.47,Los Angeles,Mandarin,920,7715,8,Tech Enthusiasts,19-05-2021,16.965904630806396,-11.495904630806397
134873,TechCorp,Influencer,Men 25-34,15 days,YouTube,0.22,6619.0,2.63,Los Angeles,German,424,9859,10,Foodies,7/7/2021,17.199156983337502,-14.569156983337503
134900,NexGen Systems,Social Media,Men 25-34,45 days,Email,0.2,5160.0,2.85,Houston,Spanish,257,1632,9,Outdoor Adventurers,3/8/2021,19.85602675686819,-17.006026756868188
135071,Innovate Industries,Display,Men 25-34,15 days,Website,0.21,5275.0,6.33,Miami,Spanish,326,8501,10,Foodies,21-01-2021,21.58127394743335,-15.251273947433349
135230,Innovate Industries,Email,Men 25-34,45 days,Email,0.2,5954.0,3.99,Chicago,French,507,3404,8,Outdoor Adventurers,29-06-2021,15.296099438725017,-11.306099438725017
135574,Innovate Industries,Email,Men 25-34,45 days,Instagram,0.23,7371.0,3.32,Los Angeles,Mandarin,843,2638,10,Fashionistas,8/6/2021,15.444474301005416,-12.124474301005415
135982,DataTech Solutions,Email,Men 25-34,15 days,Website,0.21,7914.0,2.06,Chicago,English,698,5540,10,Tech Enthusiasts,21-07-2021,14.384788990739313,-12.324788990739313
136156,Alpha Innovations,Email,Men 25-34,30 days,Facebook,0.19,5884.0,4.03,Miami,French,938,1533,8,Outdoor Adventurers,11/1/2021,15.478072069709167,-11.448072069709166
136299,NexGen Systems,Social Media,Men 25-34,30 days,Website,0.13,6737.0,3.65,Chicago,German,548,3106,10,Foodies,3/6/2021,16.897910059776002,-13.247910059776002
136369,NexGen Systems,Display,Men 25-34,60 days,Email,0.22,5707.0,5.83,Houston,Spanish,131,9635,10,Health & Wellness,12/8/2021,19.9476467623464,-14.117646762346402
136567,Innovate Industries,Display,Men 25-34,60 days,YouTube,0.18,5037.0,3.87,Los Angeles,English,827,9461,10,Fashionistas,26-02-2021,22.600996639410546,-18.730996639410545
136621,NexGen Systems,Email,Men 25-34,45 days,Facebook,0.12,6507.0,2.86,Miami,Spanish,543,6004,10,Tech Enthusiasts,21-04-2021,17.49519288039203,-14.63519288039203
136727,TechCorp,Display,Men 25-34,60 days,Facebook,0.23,6319.0,4.62,Houston,German,122,3195,9,Health & Wellness,5/8/2021,16.214131676758957,-11.594131676758956
136772,DataTech Solutions,Search,Men 25-34,30 days,YouTube,0.15,7480.0,3.36,Los Angeles,Spanish,992,3756,10,Foodies,19-09-2021,15.219414448223386,-11.859414448223387
136928,DataTech Solutions,Display,Men 25-34,30 days,Google Ads,0.12,6098.0,3.99,Los Angeles,Mandarin,917,1637,10,Foodies,22-02-2021,18.66861595157608,-14.678615951576079
137032,NexGen Systems,Search,Men 25-34,45 days,Website,0.23,5372.0,3.07,Los Angeles,German,255,9858,9,Tech Enthusiasts,6/6/2021,19.07243076422931,-16.00243076422931
137074,NexGen Systems,Search,Men 25-34,30 days,Google Ads,0.16,7488.0,2.86,Chicago,Mandarin,466,5505,10,Health & Wellness,18-07-2021,15.203154390052207,-12.343154390052208
137241,NexGen Systems,Email,Men 25-34,15 days,Website,0.24,5679.0,3.47,Los Angeles,Spanish,593,3093,10,Fashionistas,1/1/2021,20.045997547580722,-16.575997547580723
137328,NexGen Systems,Search,Men 25-34,30 days,Website,0.21,7224.0,4.13,New York,German,795,9197,10,Foodies,29-03-2021,15.758751394339829,-11.62875139433983
137352,DataTech Solutions,Display,Men 25-34,30 days,Instagram,0.24,5765.0,5.3,Miami,English,187,4805,10,Foodies,22-04-2021,19.74695924938611,-14.446959249386108
137753,TechCorp,Social Media,Men 25-34,15 days,Email,0.18,5196.0,2.22,Houston,English,328,3878,8,Fashionistas,28-05-2021,17.527516562388136,-15.307516562388136
137765,NexGen Systems,Social Media,Men 25-34,30 days,Google Ads,0.15,5923.0,2.09,Los Angeles,French,149,1999,7,Foodies,9/6/2021,13.454137101282738,-11.364137101282738
137780,NexGen Systems,Display,Men 25-34,45 days,YouTube,0.21,5775.0,4.51,Chicago,Mandarin,675,1728,9,Fashionistas,24-06-2021,17.741488842500406,-13.231488842500406
137832,DataTech Solutions,Email,Men 25-34,45 days,Website,0.19,6382.0,6.46,Houston,Spanish,240,5249,10,Foodies,15-08-2021,17.83785961653258,-11.377859616532579
137921,DataTech Solutions,Display,Men 25-34,30 days,Google Ads,0.21,5117.0,2.31,Chicago,Mandarin,727,7332,7,Fashionistas,12/11/2021,15.573354319112301,-13.2633543191123
138040,TechCorp,Search,Men 25-34,45 days,Email,0.12,6428.0,5.49,New York,English,835,6857,10,Foodies,11/3/2021,17.71020847428608,-12.22020847428608
138215,NexGen Systems,Influencer,Men 25-34,15 days,Google Ads,0.24,5140.0,6.81,Los Angeles,English,167,6119,9,Outdoor Adventurers,2/9/2021,19.933287561369617,-13.123287561369619
138365,NexGen Systems,Email,Men 25-34,60 days,Email,0.14,6231.0,6.11,Miami,Mandarin,159,8410,10,Tech Enthusiasts,30-01-2021,18.27013642636991,-12.16013642636991
138465,Alpha Innovations,Display,Men 25-34,15 days,Google Ads,0.24,5818.0,6.87,Chicago,Spanish,301,1158,10,Fashionistas,10/5/2021,19.567071170971282,-12.697071170971281
138692,TechCorp,Influencer,Men 25-34,30 days,Email,0.2,5726.0,3.84,Chicago,French,775,4148,10,Foodies,23-12-2021,19.88145652684438,-16.04145652684438
138891,Alpha Innovations,Social Media,Men 25-34,60 days,Facebook,0.14,5233.0,7.7,Chicago,Mandarin,842,6899,9,Outdoor Adventurers,10/7/2021,19.5790365116453,-11.8790365116453
139237,Alpha Innovations,Email,Men 25-34,60 days,Email,0.11,5015.0,2.82,Chicago,English,941,9444,9,Outdoor Adventurers,21-06-2021,20.430129225411733,-17.610129225411733
139294,TechCorp,Influencer,Men 25-34,15 days,Email,0.23,6572.0,3.63,Houston,English,923,8913,10,Fashionistas,17-08-2021,17.322157649529963,-13.692157649529964
139426,DataTech Solutions,Influencer,Men 25-34,60 days,Email,0.15,5102.0,2.46,Chicago,Spanish,608,1772,9,Fashionistas,27-12-2021,20.081751874841206,-17.621751874841205
139444,Alpha Innovations,Influencer,Men 25-34,45 days,Instagram,0.22,6239.0,6.07,Houston,Mandarin,508,4316,10,Fashionistas,14-01-2021,18.246709420213325,-12.176709420213324
139496,Innovate Industries,Search,Men 25-34,30 days,Google Ads,0.23,5330.0,4.62,New York,German,430,7544,10,Outdoor Adventurers,7/3/2021,21.358577874805054,-16.738577874805053
139618,Innovate Industries,Influencer,Men 25-34,15 days,Instagram,0.18,5259.0,7.64,Miami,English,983,5311,9,Tech Enthusiasts,7/7/2021,19.482239601718927,-11.842239601718926
139964,DataTech Solutions,Social Media,Men 25-34,60 days,YouTube,0.11,7637.0,3.24,New York,German,924,2273,10,Foodies,18-06-2021,14.906536607661506,-11.666536607661506
140002,TechCorp,Influencer,Men 25-34,45 days,YouTube,0.21,5768.0,2.87,Houston,Mandarin,449,4218,10,Health & Wellness,26-07-2021,19.73668863951299,-16.86668863951299
140070,NexGen Systems,Email,Men 25-34,45 days,Facebook,0.21,7060.0,3.65,Chicago,German,542,6017,10,Foodies,2/10/2021,16.12481870718285,-12.47481870718285
140104,Alpha Innovations,Email,Men 25-34,45 days,Email,0.15,6259.0,5.97,Los Angeles,Spanish,946,1053,10,Fashionistas,5/11/2021,18.18840391000334,-12.218403910003342
140286,TechCorp,Social Media,Men 25-34,45 days,Email,0.24,7021.0,2.39,Houston,English,150,5367,9,Tech Enthusiasts,6/5/2021,14.592949446722667,-12.202949446722666
140421,NexGen Systems,Search,Men 25-34,15 days,Website,0.15,5563.0,7.01,Houston,Mandarin,342,8838,10,Foodies,18-09-2021,20.46399785596098,-13.45399785596098
140572,TechCorp,Search,Men 25-34,15 days,Google Ads,0.11,5267.0,3.34,New York,English,877,6673,7,Health & Wellness,16-02-2021,15.129837488304092,-11.789837488304093
140652,TechCorp,Search,Men 25-34,30 days,YouTube,0.14,6464.0,4.5,Houston,Spanish,276,9052,9,Outdoor Adventurers,7/5/2021,15.8504173987376,-11.3504173987376
140739,Alpha Innovations,Display,Men 25-34,60 days,Facebook,0.14,5030.0,2.7,Los Angeles,French,757,6040,9,Fashionistas,2/8/2021,20.369204386767365,-17.669204386767365
140745,NexGen Systems,Social Media,Men 25-34,30 days,Instagram,0.12,6243.0,4.14,Chicago,English,434,2579,9,Foodies,8/8/2021,16.41151658905011,-12.271516589050108
